mediaID,human,id,score
000238d8-5a98-42d3-9be1-8c9f0b9e6f26,1,0,0.8609662055969238
001613ce-c5d4-407e-a343-70ad9376840b,0,0,0
001f15a3-d79f-426e-a06d-bac66d930b7a,0,0,0
002dcebc-f5f5-4934-a8cc-2e8f12e908ea,1,0,0.7838847041130066
004639ba-6f25-4999-b019-17b0a65598a3,1,0,0.5838258862495422
004d3518-31c9-4e08-845a-98814ed15254,0,0,0
004d3518-31c9-4e08-845a-98814ed15254,1,1,0.6250814199447632
00774326-a38c-44cc-91e6-300140e435eb,1,0,0.9704846143722534
00775314-a450-4995-8688-5e6e0a29c226,0,0,0
00775314-a450-4995-8688-5e6e0a29c226,0,1,0
0079add1-a27c-4ced-a9a3-73690395e9f3,1,0,0.9926521182060242
0079add1-a27c-4ced-a9a3-73690395e9f3,1,1,0.9926521182060242
007a45ed-270a-453f-8139-a4db925f7a35,0,0,0
00818f40-38d0-4f41-bac8-fbd6f05038da,0,0,0
0085583f-d7fe-43f9-be20-c9ee26d5e4c3,0,0,0
0087a4b8-1c55-4c48-a7ff-39cf2675e509,0,0,0
00889466-b224-4fbd-8201-7d09bcbd757d,0,0,0
00a820a8-6f5d-4f65-b777-026d1b709e29,0,0,0
00b416ca-1485-437c-9449-30deaf148c76,1,0,0.9976847171783447
00b416ca-1485-437c-9449-30deaf148c76,1,1,0.9976847171783447
00b77230-5fd7-4d20-871e-18e4c38261a0,0,0,0
00b8b3d5-9e17-4795-ace0-23bcf45a1d80,0,0,0
00c37151-8d78-4fd3-ad6d-bbd72b30686f,0,0,0
00c37151-8d78-4fd3-ad6d-bbd72b30686f,0,1,0
00cd226f-0b0b-4997-aaae-b4d07940b8ae,1,0,0.9399420619010925
00d9607a-e454-47f5-ae12-807a06b1b3ab,0,0,0
00d9607a-e454-47f5-ae12-807a06b1b3ab,0,1,0
00d9607a-e454-47f5-ae12-807a06b1b3ab,0,2,0
00d9607a-e454-47f5-ae12-807a06b1b3ab,0,3,0
00e9a01a-2078-4bb8-bc08-2d6e09f005f8,1,0,0.966579258441925
00ed75e9-bf2d-4d2e-9f6a-cf751a5d6ddc,0,0,0
00ee5bba-c652-47eb-87fc-3f93b70fd9e8,0,0,0
00fa51d9-cacb-4663-90b5-a0defcf1952b,0,0,0
0102b4bf-e3d1-449b-b38f-30e6c190a107,0,0,0
010877e9-7d8b-43c2-adf3-07c5205487fc,1,0,0.9895584583282471
010877e9-7d8b-43c2-adf3-07c5205487fc,1,1,0.9519481658935547
010877e9-7d8b-43c2-adf3-07c5205487fc,1,2,0.6104503870010376
011809ba-345a-4599-9f2a-e7a4b3d4d765,0,0,0
011809ba-345a-4599-9f2a-e7a4b3d4d765,0,1,0
011809ba-345a-4599-9f2a-e7a4b3d4d765,0,2,0
0120034b-2f71-45c8-8e4a-40b3fd6bbab9,0,0,0
0120034b-2f71-45c8-8e4a-40b3fd6bbab9,1,1,0.942997395992279
013c73f3-7b36-4361-b20f-bf53705f8f79,1,0,0.5214940309524536
014938d0-484f-4348-8992-be2198745a98,0,0,0
01578124-b23d-4c3a-bcea-d2a75889f853,0,0,0
01578124-b23d-4c3a-bcea-d2a75889f853,0,1,0
01578124-b23d-4c3a-bcea-d2a75889f853,0,2,0
01578124-b23d-4c3a-bcea-d2a75889f853,0,3,0
01578124-b23d-4c3a-bcea-d2a75889f853,0,4,0
016bb9e3-0947-4ffc-94cf-203304e8b38b,1,0,0.9976455569267273
016bb9e3-0947-4ffc-94cf-203304e8b38b,1,1,0.9976455569267273
016bb9e3-0947-4ffc-94cf-203304e8b38b,1,2,0.9976455569267273
017563ab-247c-455a-83ea-5280baffbf93,0,0,0
017563ab-247c-455a-83ea-5280baffbf93,0,1,0
017a29ea-f3c9-4bae-bb5c-1693254aaa0a,0,0,0
0182b18b-adf4-45fb-a252-09699f292bf1,1,0,0.9282166957855225
0182b18b-adf4-45fb-a252-09699f292bf1,1,1,0.9282166957855225
019a72bb-c9b5-4189-b4fa-648bace373f7,0,0,0
019a72bb-c9b5-4189-b4fa-648bace373f7,0,1,0
01a131d0-6588-4fb6-ba44-d9c28efd3d9e,0,0,0
01a131d0-6588-4fb6-ba44-d9c28efd3d9e,1,1,0.5605420470237732
01a4e856-11d3-49fb-b7e5-a4cac6fa9a61,0,0,0
01a6ba7d-259f-4242-aaa6-84c4c2e03ea2,0,0,0
01b4d250-4751-45e9-bbe5-9ba804602560,1,0,0.8100800514221191
01d5590c-e429-4c5c-9c8a-48b8a9f6a277,1,0,0.9967318773269653
01d5e69c-7338-46fb-810b-2a080aa9d25e,0,0,0
01d5e69c-7338-46fb-810b-2a080aa9d25e,0,1,0
01d5e69c-7338-46fb-810b-2a080aa9d25e,0,2,0
021319bd-cd99-441d-94a7-b64216746a9f,0,0,0
021a8112-8c3d-49e6-8366-7f187df0fcc5,0,0,0
021a8112-8c3d-49e6-8366-7f187df0fcc5,0,1,0
021a8112-8c3d-49e6-8366-7f187df0fcc5,1,2,0.5568249821662903
0224acce-057c-4abc-bc82-797ea533659c,1,0,0.6612913012504578
022d697c-e10e-40a6-bd5f-7315c4cd1edc,1,0,0.9953420162200928
02314930-e392-42df-8d58-92f9830011ad,1,0,0.545545220375061
023d9abe-68e6-4197-a9ab-54028ce0ef92,1,0,0.9239793419837952
024260d3-058b-4b27-8f1a-444205dcb52d,1,0,0.9954180717468262
0246d15e-4d02-4b57-ad75-4ff9413aaf00,0,0,0
024b8957-d762-4ede-bd11-b67d41220c47,0,0,0
024b8957-d762-4ede-bd11-b67d41220c47,1,1,0.5580905675888062
024c1c8a-f2a2-4508-a33d-60952bea87cd,1,0,0.9174138307571411
026606a1-2d48-45e9-879b-654ffd3bcfe0,0,0,0
026feb6f-9a78-4db6-9e4d-011ff847fd69,0,0,0
0270c3f9-ebbf-4cd8-a065-705396000abe,0,0,0
027f63ab-2cde-4ac5-b375-6c6daf693730,0,0,0
02825c66-c3af-469b-9b4b-a9e4f882c238,0,0,0
02931267-6735-407f-ac26-e95cb4312aac,0,0,0
029e9fa7-9bb0-483a-97d2-a2115f62be7b,0,0,0
02b22b56-ce5e-4e2c-a6a3-36107aa06a0d,0,0,0
02b6b08b-e5ee-4d2b-aca3-0a05d120cb5f,1,0,0.9835483431816101
02bb6400-295a-4c0c-91d0-e840135f8958,0,0,0
02c0cfb3-7775-493c-be4b-14185c8ec37c,1,0,0.9954468607902527
02c0cfb3-7775-493c-be4b-14185c8ec37c,1,1,0.9725110530853271
02c0cfb3-7775-493c-be4b-14185c8ec37c,1,2,0.9652200937271118
02c0cfb3-7775-493c-be4b-14185c8ec37c,1,3,0.9624882936477661
02c0cfb3-7775-493c-be4b-14185c8ec37c,1,4,0.9136165380477905
02cff804-2bce-4b70-9005-aef4dd68853c,0,0,0
02f657d6-667b-4062-86ec-1c7afc5047e7,1,0,0.9963911175727844
030547ea-cbe4-4094-ad6c-e9be107eb8b5,1,0,0.7942062616348267
030547ea-cbe4-4094-ad6c-e9be107eb8b5,1,1,0.7942062616348267
031fa8e5-d28f-43b9-99fa-9e18f74f76dd,0,0,0
031fa8e5-d28f-43b9-99fa-9e18f74f76dd,0,1,0
032ad301-17b2-408b-81de-7d266e952bed,0,0,0
03457941-54ba-41d7-bfea-c0572351a310,0,0,0
03457941-54ba-41d7-bfea-c0572351a310,0,1,0
0345dbab-682e-4782-818d-488996b62499,0,0,0
03466a76-6f56-4064-a4e8-d0df5f2d3d6e,1,0,0.9728623628616333
034e758d-5184-4829-a3e8-25c2de5303b5,0,0,0
03741864-d63b-448e-8d31-093616f37724,1,0,0.9532389044761658
037614d3-527d-4950-aec1-b909ef36101b,0,0,0
0393599c-b193-475a-9490-a70f9274b386,0,0,0
0397287e-cc0c-46b8-a6c9-444b5d7483eb,0,0,0
03994bbc-5123-49ad-9769-7cb598a9bbe7,0,0,0
039cfffa-62b4-4e04-bd44-2a253a92540b,0,0,0
039cfffa-62b4-4e04-bd44-2a253a92540b,1,1,0.8166947960853577
03e36c77-0ec3-4b46-91e2-823dd86fa0b6,0,0,0
03f34732-2bf2-461c-a6da-59d68e869484,0,0,0
03f34732-2bf2-461c-a6da-59d68e869484,0,1,0
040be548-7eec-48f3-9362-53e5ca896d81,1,0,0.9912216663360596
040be548-7eec-48f3-9362-53e5ca896d81,1,1,0.9898800849914551
040be548-7eec-48f3-9362-53e5ca896d81,1,2,0.9503059387207031
040be548-7eec-48f3-9362-53e5ca896d81,1,3,0.7752969861030579
040be548-7eec-48f3-9362-53e5ca896d81,1,4,0.6935702562332153
040f79c1-ad06-4af9-9144-8927c90777c0,0,0,0
04237a2b-2407-4f37-a37a-a991dffb3740,1,0,0.8457316160202026
0438a9dd-0a5a-47d0-84a4-441c7ad28948,0,0,0
0438e3db-7ede-467a-ad0a-3c96e1d2338d,0,0,0
0440dcde-3f93-4944-a44e-e9368cc908cf,0,0,0
0447a161-b4f9-4218-adcc-d842250665a5,0,0,0
045d11df-caa2-4498-9102-9c116decf8f1,1,0,0.9569506049156189
045d11df-caa2-4498-9102-9c116decf8f1,1,1,0.9322159886360168
045d11df-caa2-4498-9102-9c116decf8f1,1,2,0.9322159886360168
045e6d1a-9b9f-4d94-a1e3-5541fdc197d6,0,0,0
